"";"zupanija_id";"rbr";"naziv_jls";"ukupni_prihodi_i_primici";"visak_prihoda_i_primitaka_preneseni";"manjak_prihoda_i_primitaka_preneseni";"ukupni_proracun_za_godinu";"porez_na_dobitke_od_igara_na_srecu";"pomoci_iz_inozemstva_i_od_subjekata_unutar_opce_drzave";"prihodi_od_imovine";"prihodi_od_administrativnih_pristojbi_i_po_posebnim_propisima";"ostali_prihodi";"primici_od_financijske_imovine_i_zaduzivanja";"decentralizacija";"zajednicki_kapit_proj_otoci";"ukupni_proracun_umanjen_za_decentralizaciju_vlastite_i_namjenske_prihode_te_primitke_od_zaduzivanja";"godina";"vrsta_jedinice";"zupanija";"oznaka_grop";"maticni_broj"
"485";18;18;"GROŽNJAN - GRISIGNANA";5754001;4401299;0;10155300;0;550744;619379;503379;112160;0;118833;0;8250805;2016;"grop";"ISTARSKA";"OPÆINA";"01384"
"486";18;19;"KANFANAR";7727688;0;494870;7232818;0;676600;1665214;1666316;154200;0;106929;0;2963559;2016;"grop";"ISTARSKA";"OPÆINA";"01759"
"487";18;20;"KAROJBA";2679175;234258;0;2913433;0;366610;11526;519398;0;0;263843;0;1752056;2016;"grop";"ISTARSKA";"OPÆINA";"05967"
"488";18;21;"KAŠTELIR-LABINCI - CASTELLIERE-S. DOMENICA";16366920;0;1652488;14714432;0;6767106;415554;2157380;0;3223752;49311;0;2101329;2016;"grop";"ISTARSKA";"OPÆINA";"05975"
"489";18;22;"KRŠAN";27896528;0;5090070;22806458;0;519700;16339759;5006615;9000;0;412008;0;519376;2016;"grop";"ISTARSKA";"OPÆINA";"02178"
"490";18;23;"LANIŠÆE";1532791;338321;0;1871112;0;500051;2565;539341;6000;0;498967;0;324188;2016;"grop";"ISTARSKA";"OPÆINA";"02232"
"491";18;24;"LIŽNJAN - LISIGNANO";14240761;3447560;0;17688321;0;21400;493783;4436417;2710;0;312333;0;12421678;2016;"grop";"ISTARSKA";"OPÆINA";"02356"
"492";18;25;"LUPOGLAV";3274900;2201836;0;5476736;0;726334;90298;591707;3000;0;175782;0;3889615;2016;"grop";"ISTARSKA";"OPÆINA";"02461"
"493";18;26;"MARÈANA";22732104;389278;0;23121382;0;3880305;1574540;6927341;400;0;415540;0;10323256;2016;"grop";"ISTARSKA";"OPÆINA";"02542"
"494";18;27;"MEDULIN";67623498;5874179;0;73497677;0;1037383;4743395;29451888;743646;0;622857;0;36898508;2016;"grop";"ISTARSKA";"OPÆINA";"02631"
"495";18;28;"MOTOVUN - MONTONA";20807138;0;597570;20209568;0;8515579;621564;622238;313000;6430200;197286;0;3509701;2016;"grop";"ISTARSKA";"OPÆINA";"02747"
"496";18;29;"OPRTALJ - PORTOLE";3353125;0;339069;3014056;0;418148;200106;1071278;0;0;137019;0;1187505;2016;"grop";"ISTARSKA";"OPÆINA";"03042"
"497";18;30;"PIÆAN";10300689;0;767703;9532986;0;2850;1949120;5657477;24000;0;255944;0;1643595;2016;"grop";"ISTARSKA";"OPÆINA";"03301"
"498";18;31;"RAŠA";13834850;1452270;0;15287120;0;44890;2955905;3451217;287500;0;496282;0;8051326;2016;"grop";"ISTARSKA";"OPÆINA";"03689"
"499";18;32;"SVETA NEDELJA";12980696;0;1731838;11248858;0;2199930;1786903;3576242;0;0;399522;0;3286261;2016;"grop";"ISTARSKA";"OPÆINA";"04324"
"500";18;33;"SVETI LOVREÈ";8368304;597211;0;8965515;0;2806589;213256;1049727;161523;0;54024;0;4680396;2016;"grop";"ISTARSKA";"OPÆINA";"04316"
"501";18;34;"SVETI PETAR U ŠUMI";3577812;0;498326;3079486;0;571590;404708;660799;42500;0;179537;0;1220352;2016;"grop";"ISTARSKA";"OPÆINA";"04332"
"502";18;35;"SVETVINÈENAT";10307760;0;1914499;8393261;0;2108000;295162;2426798;0;0;236288;0;3327013;2016;"grop";"ISTARSKA";"OPÆINA";"04359"
"503";18;36;"TAR-VABRIGA - TORRE-ABREGA";19429927;450249;0;19880176;0;514674;1462109;9479409;62925;0;243656;0;8117403;2016;"grop";"ISTARSKA";"OPÆINA";"06319"
"504";18;37;"TINJAN";5801931;118643;0;5920574;0;471836;296451;1029063;70452;0;326989;0;3725783;2016;"grop";"ISTARSKA";"OPÆINA";"04537"
"505";18;38;"VIŠNJAN - VISIGNANO";9532258;0;2685704;6846554;0;13250;239905;1528094;0;7e+05;94634;0;4270671;2016;"grop";"ISTARSKA";"OPÆINA";"04979"
"506";18;39;"VIŽINADA - VISINADA";12958723;0;555635;12403088;0;5136833;242640;912804;1045213;2632410;52212;0;2380976;2016;"grop";"ISTARSKA";"OPÆINA";"04987"
"507";18;40;"VRSAR - ORSERA";21087195;8004111;0;29091306;0;340812;2155544;8129835;80000;0;489486;0;17895629;2016;"grop";"ISTARSKA";"OPÆINA";"05169"
"508";18;41;"ŽMINJ";10472087;0;1191958;9280129;0;46448;992102;1407302;7500;8e+05;218201;0;5808576;2016;"grop";"ISTARSKA";"OPÆINA";"05312"
"509";19;1;"DUBROVNIK";387470964;25810029;0;413280993;0;7859286;115800428;88503278;2368522;85505;15135266,0013;0;183528707,9987;2016;"grop";"DUBROVAÈKO-NERETVANSKA";"GRAD";"00981"
"510";19;2;"KORÈULA";25554093;0;3172537;22381556;0;4132374;5017619;4261977;405508;1806100;0;1432628,6034;5325349,3966;2016;"grop";"DUBROVAÈKO-NERETVANSKA";"GRAD";"02046"
"511";19;3;"METKOVIÆ";26392197;0;2828587;23563610;0;3091428;453548;7390120;282649;0;1957574;0;10388291;2016;"grop";"DUBROVAÈKO-NERETVANSKA";"GRAD";"02640"
"512";19;4;"OPUZEN";7203203;0;279050;6924153;0;753130;1496670;2092332;13400;0;0;0;2568621;2016;"grop";"DUBROVAÈKO-NERETVANSKA";"GRAD";"03069"
"513";19;5;"PLOÈE";23817578;0;4890859;18926719;0;3362256;873154;3931767;55500;60000;2113836;0;8530206;2016;"grop";"DUBROVAÈKO-NERETVANSKA";"GRAD";"03352"
"514";19;6;"BLATO";11079169;165274;0;11244443;0;934835;733150;2818446;7230;580000;0;813850,1634;5356931,8366;2016;"grop";"DUBROVAÈKO-NERETVANSKA";"OPÆINA";"00256"
"515";19;7;"DUBROVAÈKO PRIMORJE";21191372;812525;0;22003897;0;8934733;1373772;1910631;0;0;1860669;0;7924092;2016;"grop";"DUBROVAÈKO-NERETVANSKA";"OPÆINA";"05983"
"516";19;8;"JANJINA";5404508;158692;0;5563200;0;1619858;12919;562282;964335;649945;0;93875,3052;1659985,6948;2016;"grop";"DUBROVAÈKO-NERETVANSKA";"OPÆINA";"05991"
"517";19;9;"KONAVLE";67132599;4095671;0;71228270;0;10904812;16165590;6754729;103072;925964;2008894;0;34365209;2016;"grop";"DUBROVAÈKO-NERETVANSKA";"OPÆINA";"01988"
"518";19;10;"KULA NORINSKA";3537455;0;1482244;2055211;0;1917546;304479;66343;6399;150000;0;0;-389556;2016;"grop";"DUBROVAÈKO-NERETVANSKA";"OPÆINA";"02194"
"519";19;11;"LASTOVO";5278875;0;343591;4935284;0;3052655;220214;523319;20000;0;0;202847,9425;916248,0575;2016;"grop";"DUBROVAÈKO-NERETVANSKA";"OPÆINA";"02267"
"520";19;12;"LUMBARDA";4426481;2824754;0;7251235;0;1112412;632661;710144;0;36666;0;267833,2278;4491518,7722;2016;"grop";"DUBROVAÈKO-NERETVANSKA";"OPÆINA";"06009"
"521";19;13;"MLJET";13462650;951120;0;14413770;0;1652294;688835;665261;0;5585000;1823060;294080,2085;3705239,7915;2016;"grop";"DUBROVAÈKO-NERETVANSKA";"OPÆINA";"02682"
"522";19;14;"OREBIÆ";23829575;1068844;0;24898419;0;9536144;1116173;2814247;1400562;1179301;0;867900,9798;7984091,0202;2016;"grop";"DUBROVAÈKO-NERETVANSKA";"OPÆINA";"03085"
"523";19;15;"POJEZERJE";749827;1721170;0;2470997;0;298247;81602;97078;0;0;0;0;1994070;2016;"grop";"DUBROVAÈKO-NERETVANSKA";"OPÆINA";"03433"
"524";19;16;"SLIVNO";5257132;219297;0;5476429;0;1249377;177892;1896887;5500;0;0;0;2146773;2016;"grop";"DUBROVAÈKO-NERETVANSKA";"OPÆINA";"03999"
"525";19;17;"SMOKVICA";10712483;268782;0;10981265;0;7691477;86252;802895;9765;1120000;0;154308,8532;1116567,1468;2016;"grop";"DUBROVAÈKO-NERETVANSKA";"OPÆINA";"04022"
"526";19;18;"STON";16971179;0;1677433;15293746;0;5948099;1133531;2830922;753485;0;0;0;4627709;2016;"grop";"DUBROVAÈKO-NERETVANSKA";"OPÆINA";"04197"
"527";19;19;"TRPANJ";2902555;0;457553;2445002;0;772750;129834;655303;0;0;0;102231,098;784883,902;2016;"grop";"DUBROVAÈKO-NERETVANSKA";"OPÆINA";"06017"
"528";19;20;"VELA LUKA";9024605;827582;0;9852187;0;530831;1419606;2040975;74126;0;0;693344,9386;5093304,0614;2016;"grop";"DUBROVAÈKO-NERETVANSKA";"OPÆINA";"04740"
"529";19;21;"ZAŽABLJE";1231230;0;0;1231230;0;784656;105560;10081;0;0;0;0;330933;2016;"grop";"DUBROVAÈKO-NERETVANSKA";"OPÆINA";"05231"
"530";19;22;"ŽUPA DUBROVAÈKA";39365787;12819622;0;52185409;0;8035740;5154270;5285037;930612;0;0;0;32779750;2016;"grop";"DUBROVAÈKO-NERETVANSKA";"OPÆINA";"06025"
"531";20;1;"ÈAKOVEC";125267592;0;8439888;116827704;0;9910891;9487456;18225763;280000;19016118;7372216,6;0;52535259,4;2016;"grop";"MEÐIMURSKA";"GRAD";"00604"
"532";20;2;"MURSKO SREDIŠÆE";22076506;1272688;0;23349194;0;12745858;668055;1849950;8157;0;0;0;8077174;2016;"grop";"MEÐIMURSKA";"GRAD";"02763"
"533";20;3;"PRELOG";24946626;0;2163467;22783159;0;2195660;2361208;4727544;3999;4034061;325400;0;9135287;2016;"grop";"MEÐIMURSKA";"GRAD";"03557"
"534";20;4;"BELICA";7775084;688809;0;8463893;0;2582932;363324;1546552;73569;0;109427;0;3788089;2016;"grop";"MEÐIMURSKA";"OPÆINA";"00159"
"535";20;5;"DEKANOVEC";1613232;0;41682;1571550;0;616435;122734;365442;0;0;46554;0;420385;2016;"grop";"MEÐIMURSKA";"OPÆINA";"06033"
"536";20;6;"DOMAŠINEC";3946213;1548428;0;5494641;0;1245213;480134;403894;0;0;57593;0;3307807;2016;"grop";"MEÐIMURSKA";"OPÆINA";"00752"
"537";20;7;"DONJA DUBRAVA";3463890;269665;0;3733555;0;765080;323842;446168;0;0;0;0;2198465;2016;"grop";"MEÐIMURSKA";"OPÆINA";"00787"
"538";20;8;"DONJI KRALJEVEC";8315201;0;2671656;5643545;0;1258355;1153663;1197574;632316;0;0;0;1401637;2016;"grop";"MEÐIMURSKA";"OPÆINA";"00825"
"539";20;9;"DONJI VIDOVEC";2144791;359299;0;2504090;0;555729;371340;321148;0;0;0;0;1255873;2016;"grop";"MEÐIMURSKA";"OPÆINA";"00892"
"540";20;10;"GORIÈAN";4054037;539281;0;4593318;0;485843;520022;890473;262057;0;0;0;2434923;2016;"grop";"MEÐIMURSKA";"OPÆINA";"01236"
"541";20;11;"GORNJI MIHALJEVEC";4321517;43724;0;4365241;0;1403767;526735;606515;0;0;47034;0;1781190;2016;"grop";"MEÐIMURSKA";"OPÆINA";"06041"
"542";20;12;"KOTORIBA";9616163;0;983085;8633078;0;4596094;618147;335196;123880;0;0;0;2959761;2016;"grop";"MEÐIMURSKA";"OPÆINA";"02062"
"543";20;13;"MALA SUBOTICA";8538722;2429397;0;10968119;0;3053267;365933;978312;0;0;186218;0;6384389;2016;"grop";"MEÐIMURSKA";"OPÆINA";"02500"
"544";20;14;"NEDELIŠÆE";32441569;0;69456;32372113;0;2166725;2421658;2714145;89240;11370665;627763;0;12981917;2016;"grop";"MEÐIMURSKA";"OPÆINA";"02798"
"545";20;15;"OREHOVICA";4958432;0;25394;4933038;0;1682708;523660;1048740;7300;0;40796;0;1629834;2016;"grop";"MEÐIMURSKA";"OPÆINA";"06050"
"546";20;16;"PODTUREN";6381486;880423;0;7261909;0;2110696;435818;1026548;0;184000;190057;0;3314790;2016;"grop";"MEÐIMURSKA";"OPÆINA";"03425"
"547";20;17;"PRIBISLAVEC";5948819;0;1903965;4044854;0;2073261;264426;522061;0;0;113267;0;1071839;2016;"grop";"MEÐIMURSKA";"OPÆINA";"06203"
"548";20;18;"SELNICA";5302532;0;3866367;1436165;0;1931718;442357;622704;20997;0;68631;0;-1650242;2016;"grop";"MEÐIMURSKA";"OPÆINA";"03859"
"549";20;19;"STRAHONINEC";4973649;639264;0;5612913;0;179457;269245;873125;0;5e+05;139663;0;3651423;2016;"grop";"MEÐIMURSKA";"OPÆINA";"06068"
"550";20;20;"SVETA MARIJA";3718359;85936;0;3804295;0;545318;745874;371029;0;0;0;0;2142074;2016;"grop";"MEÐIMURSKA";"OPÆINA";"06076"
"551";20;21;"SVETI JURAJ NA BREGU";8003043;0;519946;7483097;0;362661;739737;1130091;0;1e+06;189097;0;4061511;2016;"grop";"MEÐIMURSKA";"OPÆINA";"04405"
"552";20;22;"SVETI MARTIN NA MURI";4444944;763789;0;5208733;0;500136;336792;1389889;24142;0;0;0;2957774;2016;"grop";"MEÐIMURSKA";"OPÆINA";"04413"
"553";20;23;"ŠENKOVEC";10048291;1605703;0;11653994;0;17396;220892;584089;0;4500000;223172;0;6108445;2016;"grop";"MEÐIMURSKA";"OPÆINA";"06084"
"554";20;24;"ŠTRIGOVA";6369281;18774;0;6388055;0;2432047;1137165;412429;39106;0;0;0;2367308;2016;"grop";"MEÐIMURSKA";"OPÆINA";"04529"
"555";20;25;"VRATIŠINEC";2761281;0;2181952;579329;0;607633;199790;594708;64473;0;61432;0;-948707;2016;"grop";"MEÐIMURSKA";"OPÆINA";"05045"
"556";1;NA;"ZAGREBAÈKA";282704548;23226005;0;305930553;342382;22614488;19507834;5897544;0;94784;76549473,8521;0;180924047,1479;2016;"zup";"ZAGREBAÈKA";NA;NA
"557";2;NA;"KRAPINSKO-ZAGORSKA";153848838;1382688;0;155231526;0;44298875;4046034;3204875;404772;359330;58538203,6809;0;44379436,3191;2016;"zup";"KRAPINSKO-ZAGORSKA";NA;NA
"558";3;NA;"SISAÈKO-MOSLAVAÈKA";231532541;8076640;0;239609181;87800;99176328;15334562;3663874;2e+05;209720;72922866,0478;0;48014030,9522;2016;"zup";"SISAÈKO-MOSLAVAÈKA";NA;NA
"559";4;NA;"KARLOVAÈKA";154417161;3707831;0;158124992;188200;46066339;4180792;3624432;439112;484942;54427842,3901;0;48713332,6099;2016;"zup";"KARLOVAÈKA";NA;NA
"560";5;NA;"VARAŽDINSKA";185789477;0;6695157;179094320;290200;30716866;3559947;7009365;1064029;406935;84100543,6422;0;51946434,3578;2016;"zup";"VARAŽDINSKA";NA;NA
"561";6;NA;"KOPRIVNIÈKO-KRIŽEVAÈKA";123711637;72706;0;123784343;190865;14552857;21398736;2414895;28198;8879369;45792818,6447;0;30526604,3553;2016;"zup";"KOPRIVNIÈKO-KRIŽEVAÈKA";NA;NA
"562";7;NA;"BJELOVARSKO-BILOGORSKA";113547041;0;3758788;109788253;179100;19424293;8335762;2495017;219570;559952;55812940,8;0;22761618,2;2016;"zup";"BJELOVARSKO-BILOGORSKA";NA;NA
"563";8;NA;"PRIMORSKO-GORANSKA";311358777;26094394;0;337453171;329002;24566322;19308641;10304287;501821;2671734;94167384,7125;19024848,0619;166579131,2256;2016;"zup";"PRIMORSKO-GORANSKA";NA;NA
"564";9;NA;"LIÈKO-SENJSKA";81358009;20018752;0;101376761;71857;28199839;2444968;4408287;0;2053593;32276561,38;1398168,032;30523487,588;2016;"zup";"LIÈKO-SENJSKA";NA;NA
"565";10;NA;"VIROVITIÈKO-PODRAVSKA";134177918;0;5088244;129089674;86400;68560655;6816663;2244712;990973;182876;42413409,6118;0;7793985,38820001;2016;"zup";"VIROVITIÈKO-PODRAVSKA";NA;NA
"566";11;NA;"POŽEŠKO-SLAVONSKA";82724301;0;4944705;77779596;65600;20303171;1897665;2678136;5392;0;44194509,6936;0;8635122,3064;2016;"zup";"POŽEŠKO-SLAVONSKA";NA;NA
"567";12;NA;"BRODSKO-POSAVSKA";136322751;0;10141838;126180913;158870;34133337;4487814;2927337;698039;1303950;63667679,9632;0;18803886,0368;2016;"zup";"BRODSKO-POSAVSKA";NA;NA
"568";13;NA;"ZADARSKA";184673966;4797320;0;189471286;140000;33950801;10521728;10751257;0;3185377;67396339,0524;5578736,0768;57947047,8708;2016;"zup";"ZADARSKA";NA;NA
"569";14;NA;"OSJEÈKO-BARANJSKA";342802039;34117812;0;376919851;209600;44879229;22557073;11895643;9000;57177964;121910022,6332;0;118281319,3668;2016;"zup";"OSJEÈKO-BARANJSKA";NA;NA
"570";15;NA;"ŠIBENSKO-KNINSKA";121040538;1481738;0;122522276;85600;16227333;8367411;3393140;56300;12414840;50441768,616;1231631,9465;30304251,4375;2016;"zup";"ŠIBENSKO-KNINSKA";NA;NA
"571";16;NA;"VUKOVARSKO-SRIJEMSKA";170460685;0;1050036;169410649;212215;41904554;12246164;4855883;1044901;173633;82333561,1837;0;26639737,8163;2016;"zup";"VUKOVARSKO-SRIJEMSKA";NA;NA
"572";17;NA;"SPLITSKO-DALMATINSKA";435367880;40630710;0;475998590;412490;63983792;29523455;14109660;0;4392933;157096449,3905;10525245,4182;195954565,1913;2016;"zup";"SPLITSKO-DALMATINSKA";NA;NA
"573";18;NA;"ISTARSKA";287007701;16419540;0;303427241;275100;32808716;20744015;5148941;1350299;34953255;78748375,5757;0;129398539,4243;2016;"zup";"ISTARSKA";NA;NA
"574";19;NA;"DUBROVAÈKO-NERETVANSKA";144731190;25692106;0;170423296;130300;14220054;7791823;3899995;263839;558641;59882741,1391;4922901,3204;78753001,5405;2016;"zup";"DUBROVAÈKO-NERETVANSKA";NA;NA
"575";20;NA;"MEÐIMURSKA";120438552;0;17685413;102753139;214900;23248569;7962766;5187290;310260;64279;49792214,8597;0;15972860,1403;2016;"zup";"MEÐIMURSKA";NA;NA
"576";21;NA;"ZAGREB";6872763990;0;131699366;6741064624;414155;94936036;395969031;995429073;479627;445747891;296623744,83;0;4511465066,17;2016;"zup";"GRAD ZAGREB";NA;NA
"577";1;1;"DUGO SELO";43361204;1848038;0;45209242;0;2526352;1439140;11463280;0;0;0;0;29780470;2017;"grop";"ZAGREBAÈKA";"GRAD";"01015"
"578";1;2;"IVANIÆ-GRAD";61422497;0;4840328;56582169;0;4832686;1384191;18014942;132495;9311062;3507778,006148;0;19399014,993852;2017;"grop";"ZAGREBAÈKA";"GRAD";"01589"
"579";1;3;"JASTREBARSKO";48205039;2648997;0;50854036;0;4322520;3135810;11513397;42466;3486546;0;0;28353297;2017;"grop";"ZAGREBAÈKA";"GRAD";"01694"
"580";1;4;"SAMOBOR";178874643;0;2164209;176710434;0;20428056;5104675;26955260;94459;1957926;10789808,52981;0;111380249,47019;2017;"grop";"ZAGREBAÈKA";"GRAD";"03808"
"581";1;5;"SVETA NEDELJA";83996795;15703204;0;99699999;0;8204729;1056292;15019488;441601;0;0;0;74977889;2017;"grop";"ZAGREBAÈKA";"GRAD";"04367"
"582";1;6;"SVETI IVAN ZELINA";29603218;0;563583;29039635;0;2737496;625924;6096291;214080;0;0;0;19365844;2017;"grop";"ZAGREBAÈKA";"GRAD";"04294"
"583";1;7;"VELIKA GORICA";356434354;6277893;0;362712247;0;34431079;11427029;45774069;444534;30526146;17058809,146792;0;223050580,853208;2017;"grop";"ZAGREBAÈKA";"GRAD";"05410"
"584";1;8;"VRBOVEC";41837339;0;1092906;40744433;0;3275996;823884;6960688;394961;10800000;4011727,9;0;14477176,1;2017;"grop";"ZAGREBAÈKA";"GRAD";"05088"
"585";1;9;"ZAPREŠIÆ";150517442;0;3666049;146851393;0;14517663;5190046;30105495;311132;19394895;6837665,033509;0;70494496,966491;2017;"grop";"ZAGREBAÈKA";"GRAD";"05436"
"586";1;10;"BEDENICA";3037427;157215;0;3194642;0;1214656;17330;316632;1006;0;0;0;1645018;2017;"grop";"ZAGREBAÈKA";"OPÆINA";"05509"
"587";1;11;"BISTRA";19537809;6274545;0;25812354;0;3734651;504822;2935716;697723;0;0;1348091,92;16591350,08;2017;"grop";"ZAGREBAÈKA";"OPÆINA";"05479"
"588";1;12;"BRCKOVLJANI";13092126;2184668;0;15276794;0;877408;1360636;3918604;0;0;0;0;9120146;2017;"grop";"ZAGREBAÈKA";"OPÆINA";"00337"
"589";1;13;"BRDOVEC";28125352;3717300;0;31842652;0;997582;565671;4435243;104699;0;0;0;25739457;2017;"grop";"ZAGREBAÈKA";"OPÆINA";"00345"
"590";1;14;"DUBRAVA";7996981;2293802;0;10290783;0;3189819;372604;956254;7428;0;0;0;5764678;2017;"grop";"ZAGREBAÈKA";"OPÆINA";"00973"
"591";1;15;"DUBRAVICA";3411718;913536;0;4325254;0;905867;54195;578511;10097;0;0;0;2776584;2017;"grop";"ZAGREBAÈKA";"OPÆINA";"05495"
"592";1;16;"FARKAŠEVAC";3663210;495267;0;4158477;0;1986419;135580;600549;0;0;0;0;1435929;2017;"grop";"ZAGREBAÈKA";"OPÆINA";"01147"
"593";1;17;"GRADEC";6607891;411891;0;7019782;0;2777361;315806;627840;0;0;0;0;3298775;2017;"grop";"ZAGREBAÈKA";"OPÆINA";"01350"
"594";1;18;"JAKOVLJE";7376215;1769131;0;9145346;0;1008346;407716;1339329;47269;0;0;0;6342686;2017;"grop";"ZAGREBAÈKA";"OPÆINA";"01635"
"595";1;19;"KLINÈA SELA";12113775;2032875;0;14146650;0;1958856;224184;948837;253368;0;0;0;10761405;2017;"grop";"ZAGREBAÈKA";"OPÆINA";"01902"
"596";1;20;"KLOŠTAR IVANIÆ";15820209;2555339;0;18375548;0;1792073;1821949;2622581;40000;3330467;0;0;8768478;2017;"grop";"ZAGREBAÈKA";"OPÆINA";"01937"
"597";1;21;"KRAŠIÆ";3559181;491005;0;4050186;0;757381;82228;312897;5000;0;0;0;2892680;2017;"grop";"ZAGREBAÈKA";"OPÆINA";"05339"
"598";1;22;"KRAVARSKO";4312951;0;109836;4203115;0;1455100;107466;484475;0;5e+05;0;0;1656074;2017;"grop";"ZAGREBAÈKA";"OPÆINA";"05452"
"599";1;23;"KRIŽ";31182024;53347;0;31235371;0;2758341;5800762;3262487;0;13079193;0;0;6334588;2017;"grop";"ZAGREBAÈKA";"OPÆINA";"02135"
"600";1;24;"LUKA";3766090;4001665;0;7767755;0;1225211;258634;833381;9914;0;0;0;5440615;2017;"grop";"ZAGREBAÈKA";"OPÆINA";"05487"
"601";1;25;"MARIJA GORICA";7259903;0;116589;7143314;0;2303334;174867;944877;0;0;0;0;3720236;2017;"grop";"ZAGREBAÈKA";"OPÆINA";"05398"
"602";1;26;"ORLE";3946362;395907;0;4342269;0;1696866;120889;527614;0;0;0;0;1996900;2017;"grop";"ZAGREBAÈKA";"OPÆINA";"05428"
"603";1;27;"PISAROVINA";15554101;0;152271;15401830;0;3386994;2664296;1752993;55640;1800000;0;0;5741907;2017;"grop";"ZAGREBAÈKA";"OPÆINA";"03310"
"604";1;28;"POKUPSKO";8067981;0;2061211;6006770;0;4486387;206638;544468;0;0;0;0;769277;2017;"grop";"ZAGREBAÈKA";"OPÆINA";"05444"
"605";1;29;"PRESEKA";2863776;0;401041;2462735;0;1659917;68423;422472;0;0;0;0;311923;2017;"grop";"ZAGREBAÈKA";"OPÆINA";"03565"
"606";1;30;"PUŠÆA";8785522;588001;0;9373523;0;2331018;428751;943565;3000;0;0;0;5667189;2017;"grop";"ZAGREBAÈKA";"OPÆINA";"03620"
"607";1;31;"RAKOVEC";4479849;542293;0;5022142;0;2988746;26842;216013;0;0;0;0;1790541;2017;"grop";"ZAGREBAÈKA";"OPÆINA";"05363"
"608";1;32;"RUGVICA";17815523;5172338;0;22987861;0;1739342;1064774;7285897;0;224936;0;0;12672912;2017;"grop";"ZAGREBAÈKA";"OPÆINA";"03760"
"609";1;33;"STUPNIK";17481595;6427892;0;23909487;0;649473;201929;8557810;101470;0;0;0;14398805;2017;"grop";"ZAGREBAÈKA";"OPÆINA";"05517"
"610";1;34;"ŽUMBERAK";3094796;363172;0;3457968;0;2155856;40259;157384;57925;0;0;0;1046544;2017;"grop";"ZAGREBAÈKA";"OPÆINA";"05401"
"611";2;1;"DONJA STUBICA";12930898;485205;0;13416103;0;3216568;541625;2360333;57219;23000;394841,173214;0;6822516,826786;2017;"grop";"KRAPINSKO-ZAGORSKA";"GRAD";"00795"
"612";2;2;"KLANJEC";6149678;0;190206;5959472;0;1249809;207171;866158;0;0;218084,763322;0;3418249,236678;2017;"grop";"KRAPINSKO-ZAGORSKA";"GRAD";"01872"
"613";2;3;"KRAPINA";33576810;4858269;0;38435079;0;5701331;683341;4148375;125807;0;4194658,337701;0;23581566,662299;2017;"grop";"KRAPINSKO-ZAGORSKA";"GRAD";"02119"
"614";2;4;"OROSLAVJE";12983107;0;291450;12691657;0;460060;561248;2006905;99665;0;461817,529278;0;9101961,470722;2017;"grop";"KRAPINSKO-ZAGORSKA";"GRAD";"03115"
"615";2;5;"PREGRADA";12348024;0;673819;11674205;0;902019;698831;1302562;64555;6e+05;483939,529971;0;7622298,470029;2017;"grop";"KRAPINSKO-ZAGORSKA";"GRAD";"03522"
"616";2;6;"ZABOK";35381537;4720255;0;40101792;0;3102983;389157;9142158;0;1469818;723415,50527;0;25274260,49473;2017;"grop";"KRAPINSKO-ZAGORSKA";"GRAD";"05193"
"617";2;7;"ZLATAR";12846642;2571479;0;15418121;0;3399254;337656;2193722;11600;0;425890,814559;0;9049998,185441;2017;"grop";"KRAPINSKO-ZAGORSKA";"GRAD";"05266"
"618";2;8;"BEDEKOVÈINA";11365813;908008;0;12273821;0;1772792;219780;2413247;152324;330000;541025,379352;0;6844652,620648;2017;"grop";"KRAPINSKO-ZAGORSKA";"OPÆINA";"00116"
"619";2;9;"BUDINŠÈINA";4969370;0;160831;4808539;0;2437287;137044;639273;0;0;164288,819057;0;1430646,180943;2017;"grop";"KRAPINSKO-ZAGORSKA";"OPÆINA";"00418"
"620";2;10;"DESINIÆ";5866073;246221;0;6112294;0;2819477;51487;426368;0;0;207886,761625;0;2607075,238375;2017;"grop";"KRAPINSKO-ZAGORSKA";"OPÆINA";"00701"
"621";2;11;"ÐURMANEC";7861643;106916;0;7968559;0;2177194;155738;549691;232170;0;0;551335,13;4302430,87;2017;"grop";"KRAPINSKO-ZAGORSKA";"OPÆINA";"01082"
"622";2;12;"GORNJA STUBICA";10131423;0;442701;9688722;0;2841943;198823;1427576;0;0;353521,941385;0;4866858,058615;2017;"grop";"KRAPINSKO-ZAGORSKA";"OPÆINA";"01252"
"623";2;13;"HRAŠÆINA";3009908;293371;0;3303279;0;572379;10177;307231;6000;0;126605,324419;0;2280886,675581;2017;"grop";"KRAPINSKO-ZAGORSKA";"OPÆINA";"01465"
"624";2;14;"HUM NA SUTLI";13537851;306734;0;13844585;0;1430305;123961;2193359;0;550000;0;0;9546960;2017;"grop";"KRAPINSKO-ZAGORSKA";"OPÆINA";"01520"
"625";2;15;"JESENJE";3258415;424697;0;3683112;0;798237;226856;875216;0;0;0;173295,02;1609507,98;2017;"grop";"KRAPINSKO-ZAGORSKA";"OPÆINA";"05525"
"626";2;16;"KONJŠÈINA";13805152;0;1516846;12288306;0;1573982;218208;729177;174380;6801359;268379,320582;0;2522820,679418;2017;"grop";"KRAPINSKO-ZAGORSKA";"OPÆINA";"02003"
"627";2;17;"KRALJEVEC NA SUTLI";2428219;0;164409;2263810;0;716613;3345;470479;3000;0;112439,605848;0;957933,394152;2017;"grop";"KRAPINSKO-ZAGORSKA";"OPÆINA";"02089"
